User_ID,Age,Gender,Dietary_Preferences,Allergies
3769,Child,Female,Paleo,"Soy, Eggs, Dairy"
3770,Child,Female,Dairy-Free,"Dairy, Soy"
3771,Senior,Other,Keto,"None, Eggs, Nuts"
3772,Adult,Female,Dairy-Free,"Nuts, Gluten, Dairy"
3773,Teen,Female,Gluten-Free,Soy
3774,Child,Other,Paleo,"Nuts, Gluten"
3775,Teen,Male,Gluten-Free,"Eggs, Gluten"
3776,Teen,Female,Non-Vegetarian,"Eggs, Gluten"
3777,Adult,Female,Non-Vegetarian,"Nuts, Soy, Gluten"
3778,Teen,Male,Paleo,"None, Gluten"
3779,Adult,Male,Non-Vegetarian,"Eggs, Soy"
3780,Senior,Other,Keto,
3781,Child,Other,Non-Vegetarian,Shellfish
3782,Adult,Male,Vegetarian,"Eggs, None, Gluten"
3783,Child,Female,Vegan,Gluten
3784,Senior,Other,Keto,Shellfish
3785,Adult,Other,Dairy-Free,"Dairy, Gluten"
3786,Senior,Male,Vegetarian,"Soy, Shellfish"
3787,Adult,Male,Keto,Soy
3788,Child,Female,Dairy-Free,"Dairy, Eggs"
3789,Adult,Other,Gluten-Free,Soy
3790,Adult,Other,Vegan,Nuts
3791,Senior,Other,Vegetarian,"Dairy, Eggs, Gluten"
3792,Child,Female,Vegan,
3793,Adult,Female,Vegetarian,"Soy, None, Dairy"
3794,Teen,Other,Non-Vegetarian,"Soy, None"
3795,Child,Male,Paleo,
3796,Teen,Other,Keto,
3797,Teen,Female,Non-Vegetarian,Shellfish
3798,Teen,Male,Vegetarian,"Eggs, Shellfish, Gluten"
3799,Senior,Other,Keto,
3800,Senior,Female,Vegetarian,
3801,Senior,Female,Vegetarian,"Shellfish, Soy, Eggs"
3802,Adult,Female,Keto,"Eggs, Dairy, Nuts"
3803,Senior,Female,Vegetarian,Nuts
3804,Senior,Female,Keto,"None, Eggs"
3805,Senior,Female,Paleo,
3806,Adult,Male,Vegan,"Dairy, Gluten, Eggs"
3807,Adult,Other,Vegan,Soy
3808,Teen,Female,Vegan,Eggs
3809,Child,Other,Gluten-Free,
3810,Adult,Female,Gluten-Free,
3811,Child,Other,Vegetarian,Nuts
3812,Child,Male,Paleo,"None, Soy"
3813,Adult,Male,Keto,"Eggs, Gluten"
3814,Senior,Male,Vegan,"Shellfish, Eggs, Nuts"
3815,Adult,Male,Vegetarian,"Gluten, Eggs, None"
3816,Teen,Female,Paleo,Soy
3817,Senior,Male,Dairy-Free,"Shellfish, None"
3818,Adult,Male,Dairy-Free,None
3819,Teen,Female,Non-Vegetarian,Nuts
3820,Adult,Male,Keto,None
3821,Senior,Female,Gluten-Free,
3822,Teen,Female,Gluten-Free,
3823,Child,Male,Gluten-Free,"Dairy, Shellfish"
3824,Teen,Female,Non-Vegetarian,
3825,Child,Female,Gluten-Free,
3826,Senior,Other,Non-Vegetarian,Eggs
3827,Senior,Other,Vegan,
3828,Senior,Other,Vegan,"Soy, Eggs, Nuts"
3829,Teen,Other,Paleo,"Soy, Nuts"
3830,Senior,Other,Keto,"Soy, Eggs"
3831,Adult,Male,Vegan,"Nuts, Soy"
3832,Senior,Male,Keto,"Soy, Eggs"
3833,Senior,Female,Gluten-Free,"Soy, Eggs"
3834,Child,Other,Vegetarian,"Soy, Eggs"
3835,Adult,Male,Vegetarian,
3836,Senior,Female,Keto,
3837,Teen,Other,Dairy-Free,"Eggs, Soy"
3838,Teen,Female,Gluten-Free,
3839,Teen,Other,Paleo,None
3840,Adult,Male,Dairy-Free,"None, Nuts, Shellfish"
3841,Adult,Female,Non-Vegetarian,
3842,Senior,Female,Non-Vegetarian,Shellfish
3843,Teen,Female,Keto,Eggs
3844,Child,Other,Gluten-Free,"None, Dairy, Shellfish"
3845,Teen,Male,Non-Vegetarian,
3846,Adult,Male,Keto,
3847,Child,Male,Keto,"Gluten, Shellfish"
3848,Teen,Female,Non-Vegetarian,"Nuts, Dairy, Soy"
3849,Adult,Female,Vegan,"Soy, Eggs, None"
3850,Senior,Other,Keto,
3851,Teen,Male,Keto,Dairy
3852,Adult,Other,Paleo,"Gluten, Shellfish"
3853,Senior,Female,Vegetarian,Soy
3854,Adult,Other,Keto,"Nuts, Dairy, None"
3855,Adult,Male,Paleo,"Shellfish, None"
3856,Adult,Other,Paleo,Dairy
3857,Teen,Other,Dairy-Free,"Nuts, Gluten, Dairy"
3858,Senior,Other,Vegan,Gluten
3859,Child,Female,Non-Vegetarian,"Gluten, Eggs"
3860,Child,Other,Vegan,Shellfish
3861,Teen,Female,Vegan,"Eggs, Gluten"
3862,Child,Other,Paleo,"Gluten, Eggs"
3863,Teen,Other,Paleo,Eggs
3864,Adult,Female,Paleo,"None, Gluten, Nuts"
3865,Teen,Female,Vegan,"Eggs, Shellfish"
3866,Teen,Other,Dairy-Free,"Shellfish, Soy"
3867,Child,Other,Keto,Nuts
3868,Teen,Female,Non-Vegetarian,Gluten
3869,Adult,Male,Dairy-Free,
3870,Teen,Male,Dairy-Free,"Gluten, Shellfish, Soy"
3871,Adult,Other,Keto,
3872,Adult,Other,Paleo,
3873,Adult,Male,Keto,"None, Gluten, Nuts"
3874,Teen,Male,Paleo,"Eggs, Soy"
3875,Adult,Male,Vegetarian,"Nuts, Gluten, Eggs"
3876,Adult,Other,Vegan,
3877,Adult,Male,Non-Vegetarian,"Eggs, Nuts, None"
3878,Senior,Male,Paleo,Shellfish
3879,Teen,Female,Keto,"Gluten, Soy, Dairy"
3880,Teen,Other,Gluten-Free,"Dairy, Soy, Shellfish"
3881,Teen,Other,Vegetarian,Gluten
3882,Teen,Male,Non-Vegetarian,Shellfish
3883,Senior,Other,Paleo,"None, Gluten, Nuts"
3884,Senior,Female,Paleo,
3885,Teen,Female,Dairy-Free,"Soy, Gluten, Nuts"
3886,Teen,Female,Keto,"Soy, Nuts, Eggs"
3887,Adult,Other,Non-Vegetarian,Soy
3888,Senior,Other,Vegetarian,"Nuts, Dairy, Eggs"
3889,Child,Female,Vegan,"Eggs, Soy, Dairy"
3890,Senior,Female,Vegetarian,"Shellfish, None, Eggs"
3891,Teen,Male,Keto,None
3892,Child,Other,Keto,Shellfish
3893,Teen,Other,Keto,Soy
3894,Adult,Male,Paleo,Shellfish
3895,Teen,Male,Vegetarian,
3896,Senior,Other,Paleo,"Dairy, None, Eggs"
3897,Child,Male,Keto,"Gluten, Soy, Shellfish"
3898,Teen,Other,Vegan,Shellfish
3899,Adult,Female,Vegetarian,"Gluten, Shellfish"
3900,Adult,Male,Non-Vegetarian,
3901,Teen,Female,Non-Vegetarian,"None, Gluten"
3902,Adult,Male,Vegetarian,"Nuts, Soy"
3903,Child,Other,Dairy-Free,"Gluten, Soy, Dairy"
3904,Senior,Male,Vegan,"Eggs, Gluten, Shellfish"
3905,Adult,Other,Dairy-Free,
3906,Teen,Male,Dairy-Free,"Nuts, Dairy"
3907,Senior,Other,Keto,None
3908,Adult,Male,Vegan,Soy
3909,Senior,Other,Keto,"Shellfish, Gluten"
3910,Teen,Male,Gluten-Free,
3911,Child,Male,Vegan,
3912,Adult,Male,Vegan,"Soy, None, Dairy"
3913,Teen,Male,Vegan,Soy
3914,Adult,Male,Gluten-Free,"Eggs, Soy, Shellfish"
3915,Senior,Male,Dairy-Free,Gluten
3916,Adult,Other,Keto,Soy
3917,Child,Male,Dairy-Free,Dairy
3918,Adult,Male,Gluten-Free,Nuts
3919,Teen,Male,Dairy-Free,"None, Dairy"
3920,Senior,Female,Vegetarian,Dairy
3921,Teen,Other,Vegan,"Nuts, Soy, Gluten"
3922,Child,Male,Dairy-Free,"Gluten, Dairy"
3923,Senior,Female,Vegan,"Shellfish, None, Soy"
3924,Teen,Male,Keto,Dairy
3925,Adult,Male,Vegetarian,"None, Soy, Shellfish"
3926,Adult,Other,Keto,"Gluten, Soy, Nuts"
3927,Adult,Female,Keto,Eggs
3928,Senior,Male,Keto,"Soy, None, Eggs"
3929,Senior,Female,Paleo,"Dairy, Shellfish"
3930,Senior,Male,Non-Vegetarian,"None, Soy"
3931,Senior,Female,Keto,"None, Shellfish"
3932,Senior,Male,Paleo,None
3933,Senior,Male,Dairy-Free,"None, Nuts"
3934,Teen,Other,Non-Vegetarian,"Shellfish, None, Gluten"
3935,Teen,Other,Vegetarian,Eggs
3936,Child,Male,Vegetarian,"Shellfish, None"
3937,Senior,Male,Gluten-Free,Gluten
3938,Senior,Female,Gluten-Free,Eggs
3939,Child,Female,Gluten-Free,Gluten
3940,Senior,Female,Gluten-Free,
3941,Senior,Other,Dairy-Free,"Nuts, Eggs, Gluten"
3942,Adult,Other,Gluten-Free,"Gluten, Eggs, Shellfish"
3943,Adult,Male,Non-Vegetarian,"None, Gluten"
3944,Adult,Other,Non-Vegetarian,
3945,Child,Female,Paleo,"Soy, Gluten"
3946,Teen,Male,Vegetarian,None
3947,Senior,Other,Gluten-Free,
3948,Teen,Male,Paleo,
3949,Teen,Male,Vegetarian,"Nuts, Eggs, Dairy"
3950,Adult,Other,Paleo,"Nuts, None, Shellfish"
3951,Child,Male,Vegan,Soy
3952,Child,Other,Keto,"Nuts, Gluten"
3953,Senior,Female,Non-Vegetarian,"Eggs, None"
3954,Child,Male,Gluten-Free,Shellfish
3955,Teen,Female,Paleo,
3956,Teen,Other,Gluten-Free,"Shellfish, None, Gluten"
3957,Adult,Female,Non-Vegetarian,
3958,Child,Male,Paleo,
3959,Adult,Female,Paleo,
3960,Teen,Male,Keto,"Soy, Dairy, Nuts"
3961,Adult,Male,Non-Vegetarian,None
3962,Child,Female,Non-Vegetarian,"Dairy, Gluten"
3963,Child,Other,Vegan,None
3964,Child,Other,Keto,"Soy, Shellfish, Nuts"
3965,Adult,Female,Keto,
3966,Child,Female,Paleo,"Eggs, None"
3967,Teen,Female,Non-Vegetarian,
3968,Child,Male,Dairy-Free,"Soy, Nuts, Gluten"
3969,Adult,Female,Non-Vegetarian,
3970,Child,Male,Vegetarian,Soy
3971,Senior,Other,Keto,Soy
3972,Adult,Male,Dairy-Free,"Soy, Nuts, None"
3973,Senior,Male,Dairy-Free,
3974,Adult,Female,Vegan,"Eggs, Soy, Nuts"
3975,Teen,Male,Dairy-Free,"Eggs, Nuts"
3976,Adult,Female,Non-Vegetarian,
3977,Teen,Female,Dairy-Free,
3978,Adult,Male,Gluten-Free,"None, Nuts, Soy"
3979,Senior,Male,Gluten-Free,Nuts
3980,Teen,Male,Keto,
3981,Adult,Male,Vegan,Shellfish
3982,Teen,Other,Gluten-Free,"Shellfish, Eggs"
3983,Senior,Female,Non-Vegetarian,
3984,Teen,Other,Vegetarian,Gluten
3985,Senior,Other,Gluten-Free,"Dairy, None, Shellfish"
3986,Teen,Male,Vegan,"Eggs, None, Shellfish"
3987,Teen,Female,Gluten-Free,
3988,Child,Female,Dairy-Free,"Dairy, None, Shellfish"
3989,Senior,Other,Keto,
3990,Senior,Female,Dairy-Free,Gluten
3991,Child,Other,Non-Vegetarian,None
3992,Child,Female,Paleo,Eggs
3993,Senior,Other,Vegetarian,"Eggs, Gluten, None"
3994,Senior,Female,Non-Vegetarian,"Gluten, Shellfish"
3995,Child,Female,Gluten-Free,
3996,Adult,Male,Gluten-Free,
3997,Teen,Male,Vegetarian,
3998,Child,Female,Dairy-Free,"Soy, Eggs, Shellfish"
3999,Senior,Other,Vegan,"None, Shellfish"
4000,Senior,Other,Paleo,Shellfish
4001,Teen,Other,Paleo,
4002,Senior,Female,Paleo,
4003,Adult,Female,Vegan,"None, Shellfish, Gluten"
4004,Child,Female,Gluten-Free,
4005,Adult,Male,Non-Vegetarian,Nuts
4006,Teen,Male,Dairy-Free,"Shellfish, Eggs, Gluten"
4007,Teen,Male,Vegetarian,Dairy
4008,Senior,Other,Vegan,
4009,Adult,Other,Vegan,"Shellfish, Gluten"
4010,Senior,Female,Paleo,
4011,Teen,Male,Dairy-Free,"Eggs, Nuts"
4012,Senior,Other,Vegan,
4013,Teen,Female,Vegetarian,"None, Gluten, Dairy"
4014,Senior,Male,Vegan,"Nuts, Shellfish"
4015,Child,Other,Vegan,Gluten
4016,Teen,Other,Vegan,"Nuts, Dairy, Eggs"
4017,Senior,Female,Vegan,
4018,Teen,Male,Dairy-Free,
4019,Senior,Other,Dairy-Free,"Shellfish, Eggs, Dairy"
4020,Senior,Male,Dairy-Free,"Eggs, Dairy"
4021,Child,Male,Paleo,Gluten
4022,Child,Female,Gluten-Free,Nuts
4023,Adult,Female,Non-Vegetarian,
4024,Senior,Female,Non-Vegetarian,"Eggs, Gluten, Dairy"
4025,Senior,Female,Dairy-Free,"Eggs, Gluten, Soy"
4026,Senior,Female,Gluten-Free,
4027,Senior,Male,Dairy-Free,Soy
4028,Senior,Male,Non-Vegetarian,"Nuts, Shellfish, Soy"
4029,Adult,Female,Vegan,"Dairy, Eggs"
4030,Child,Female,Vegetarian,Nuts
4031,Senior,Female,Keto,"Dairy, None"
4032,Teen,Male,Dairy-Free,"Soy, Dairy"
4033,Adult,Female,Vegetarian,"Soy, Eggs"
4034,Teen,Male,Keto,"Dairy, Shellfish"
4035,Senior,Female,Dairy-Free,"None, Dairy"
4036,Senior,Other,Vegetarian,
4037,Senior,Female,Paleo,"Soy, Nuts"
4038,Child,Other,Keto,
4039,Child,Other,Keto,"Shellfish, None, Nuts"
4040,Senior,Male,Vegetarian,"Nuts, None, Dairy"
4041,Child,Other,Vegetarian,
4042,Adult,Female,Keto,"Gluten, None, Eggs"
4043,Adult,Female,Paleo,"Shellfish, Soy, Gluten"
4044,Teen,Female,Vegetarian,"None, Nuts, Soy"
4045,Teen,Other,Vegan,"Shellfish, Eggs, Nuts"
4046,Adult,Male,Keto,None
4047,Teen,Female,Vegetarian,Eggs
4048,Child,Other,Vegetarian,"None, Nuts"
4049,Child,Other,Vegan,"Shellfish, Nuts"
4050,Child,Female,Vegetarian,
4051,Child,Male,Vegan,"Eggs, None, Gluten"
4052,Child,Other,Gluten-Free,"Soy, Nuts"
4053,Teen,Other,Vegetarian,"Nuts, None, Gluten"
4054,Senior,Female,Vegan,
4055,Senior,Female,Keto,"Eggs, Nuts"
4056,Senior,Other,Non-Vegetarian,"Nuts, Soy, None"
4057,Child,Female,Paleo,"Dairy, Gluten, None"
4058,Teen,Male,Keto,"None, Eggs, Shellfish"
4059,Senior,Female,Non-Vegetarian,
4060,Child,Female,Vegetarian,"Gluten, None"
4061,Senior,Other,Non-Vegetarian,"Nuts, None, Dairy"
4062,Child,Female,Dairy-Free,"Nuts, Eggs, Dairy"
4063,Senior,Female,Vegan,Eggs
4064,Child,Other,Vegan,Soy
4065,Senior,Other,Keto,"Gluten, Eggs, Nuts"
4066,Child,Female,Vegan,"Dairy, Eggs, Nuts"
4067,Adult,Male,Gluten-Free,"None, Nuts, Eggs"
4068,Adult,Female,Paleo,"Eggs, Dairy, None"
4069,Senior,Male,Vegan,Eggs
4070,Senior,Female,Dairy-Free,Shellfish
4071,Senior,Female,Gluten-Free,None
4072,Child,Male,Gluten-Free,"Eggs, Soy, Nuts"
4073,Child,Female,Non-Vegetarian,"Gluten, Soy, Nuts"
4074,Senior,Male,Non-Vegetarian,None
4075,Child,Other,Keto,
4076,Adult,Other,Gluten-Free,"Shellfish, Dairy, Eggs"
4077,Child,Female,Dairy-Free,"Soy, None"
4078,Senior,Male,Paleo,"Nuts, Gluten, Dairy"
4079,Child,Male,Vegan,"Soy, Dairy, Nuts"
4080,Adult,Male,Non-Vegetarian,"Nuts, Soy, None"
4081,Adult,Male,Paleo,"Nuts, None, Shellfish"
4082,Adult,Male,Dairy-Free,"Soy, Dairy"
4083,Adult,Other,Paleo,"Soy, None"
4084,Child,Male,Vegetarian,
4085,Senior,Other,Non-Vegetarian,"Dairy, Nuts, Eggs"
4086,Child,Other,Dairy-Free,"Nuts, Gluten, Dairy"
4087,Adult,Male,Vegetarian,
4088,Child,Male,Vegetarian,"Soy, Eggs"
4089,Adult,Female,Non-Vegetarian,"Soy, Gluten, None"
4090,Adult,Other,Keto,
4091,Senior,Female,Dairy-Free,
4092,Teen,Female,Non-Vegetarian,
4093,Adult,Female,Vegan,"None, Eggs"
4094,Adult,Male,Keto,
4095,Teen,Female,Gluten-Free,Shellfish
4096,Senior,Female,Gluten-Free,
4097,Child,Female,Vegetarian,Nuts
4098,Teen,Female,Vegetarian,"None, Gluten, Shellfish"
4099,Senior,Male,Non-Vegetarian,"Gluten, Dairy"
4100,Child,Male,Non-Vegetarian,"Nuts, Shellfish, Dairy"
4101,Teen,Female,Keto,"Soy, Shellfish, Eggs"
4102,Adult,Female,Vegetarian,None
4103,Teen,Other,Dairy-Free,Shellfish
4104,Teen,Male,Keto,
4105,Teen,Other,Vegetarian,"None, Dairy, Gluten"
4106,Senior,Female,Gluten-Free,Nuts
4107,Teen,Male,Non-Vegetarian,"None, Nuts, Eggs"
4108,Teen,Other,Vegan,"Nuts, Eggs"
4109,Adult,Female,Keto,
4110,Adult,Male,Dairy-Free,"Soy, Gluten"
4111,Teen,Male,Dairy-Free,"Nuts, Dairy, Gluten"
4112,Child,Other,Gluten-Free,
4113,Child,Male,Gluten-Free,"Gluten, Soy, Nuts"
4114,Adult,Other,Keto,
4115,Adult,Male,Non-Vegetarian,"Nuts, Dairy"
4116,Teen,Female,Vegan,"None, Nuts, Eggs"
4117,Teen,Female,Vegetarian,"Dairy, Soy"
4118,Adult,Male,Vegan,
4119,Child,Female,Vegetarian,Soy
4120,Teen,Male,Dairy-Free,Nuts
4121,Teen,Female,Vegetarian,"Gluten, Eggs"
4122,Child,Male,Gluten-Free,"Shellfish, Nuts, Gluten"
4123,Senior,Female,Vegetarian,
4124,Teen,Other,Non-Vegetarian,
4125,Adult,Female,Paleo,Eggs
4126,Child,Male,Keto,Gluten
4127,Adult,Other,Dairy-Free,
4128,Senior,Other,Vegetarian,"Nuts, Shellfish"
4129,Adult,Female,Non-Vegetarian,"Gluten, Soy"
4130,Teen,Male,Vegetarian,"Nuts, Dairy"
4131,Adult,Male,Vegetarian,"None, Dairy, Shellfish"
4132,Teen,Male,Non-Vegetarian,Nuts
4133,Adult,Female,Non-Vegetarian,Eggs
4134,Senior,Other,Vegan,"Nuts, Gluten"
4135,Teen,Female,Gluten-Free,Soy
4136,Adult,Male,Keto,Shellfish
4137,Teen,Male,Gluten-Free,"Eggs, Soy, None"
4138,Adult,Female,Gluten-Free,"Dairy, Soy, Shellfish"
4139,Senior,Other,Vegetarian,"Gluten, Nuts"
4140,Senior,Male,Paleo,"Nuts, Dairy"
4141,Teen,Male,Non-Vegetarian,Soy
4142,Child,Other,Non-Vegetarian,
4143,Adult,Female,Dairy-Free,"Nuts, None"
4144,Adult,Female,Non-Vegetarian,
4145,Teen,Female,Paleo,Gluten
4146,Adult,Female,Vegetarian,"None, Shellfish"
4147,Senior,Other,Vegan,
4148,Teen,Male,Gluten-Free,"Gluten, Dairy, Shellfish"
4149,Senior,Female,Vegetarian,"Shellfish, None, Nuts"
4150,Child,Male,Dairy-Free,"Dairy, Nuts, Gluten"
4151,Teen,Other,Gluten-Free,"Shellfish, Gluten"
4152,Senior,Female,Vegan,Dairy
4153,Adult,Other,Vegan,
4154,Adult,Female,Paleo,"Shellfish, Dairy, None"
4155,Adult,Female,Keto,Dairy
4156,Senior,Male,Paleo,"Nuts, None"
4157,Adult,Male,Vegetarian,None
4158,Teen,Male,Dairy-Free,"None, Soy"
4159,Senior,Other,Vegetarian,
4160,Senior,Other,Paleo,Shellfish
4161,Senior,Other,Gluten-Free,"Dairy, None, Eggs"
4162,Teen,Other,Gluten-Free,"Nuts, None, Dairy"
4163,Adult,Female,Gluten-Free,"Soy, Nuts"
4164,Adult,Female,Keto,Eggs
4165,Teen,Other,Keto,"Soy, Gluten, Shellfish"
4166,Teen,Male,Paleo,"Gluten, Soy, Dairy"
4167,Child,Male,Gluten-Free,"None, Soy"
4168,Senior,Female,Paleo,"Soy, Nuts, Eggs"
4169,Child,Other,Keto,"Soy, Shellfish, Dairy"
4170,Senior,Other,Gluten-Free,"Soy, Shellfish, Dairy"
4171,Senior,Male,Non-Vegetarian,"None, Soy, Shellfish"
4172,Teen,Other,Non-Vegetarian,"Soy, Shellfish, Nuts"
4173,Adult,Male,Vegan,Dairy
4174,Child,Other,Paleo,"Nuts, Shellfish, Soy"
4175,Senior,Female,Vegetarian,"Soy, Shellfish"
4176,Senior,Male,Non-Vegetarian,"Shellfish, Eggs, Dairy"
4177,Senior,Male,Vegetarian,
4178,Child,Female,Dairy-Free,
4179,Adult,Other,Non-Vegetarian,"None, Shellfish"
4180,Child,Female,Keto,"Eggs, Soy, Gluten"
4181,Adult,Female,Vegetarian,
4182,Senior,Female,Keto,"Soy, Shellfish, Gluten"
4183,Child,Female,Dairy-Free,"Eggs, None, Nuts"
4184,Senior,Other,Non-Vegetarian,None
4185,Child,Male,Vegan,
4186,Adult,Female,Vegan,"None, Nuts"
4187,Teen,Other,Dairy-Free,"Nuts, Gluten"
4188,Child,Other,Vegan,None
4189,Senior,Male,Non-Vegetarian,Shellfish
4190,Adult,Male,Paleo,
4191,Child,Female,Gluten-Free,"Soy, None"
4192,Adult,Female,Vegetarian,"Gluten, Shellfish"
4193,Senior,Female,Vegetarian,"Eggs, Shellfish"
4194,Child,Other,Paleo,None
4195,Child,Male,Keto,
4196,Adult,Female,Keto,
4197,Teen,Other,Vegan,Nuts
4198,Teen,Female,Gluten-Free,
4199,Teen,Female,Paleo,Eggs
4200,Teen,Male,Vegan,Gluten
4201,Child,Other,Vegetarian,"None, Nuts, Dairy"
4202,Teen,Other,Dairy-Free,"Dairy, Nuts, Shellfish"
4203,Senior,Other,Non-Vegetarian,"None, Soy, Eggs"
4204,Child,Other,Vegetarian,
4205,Adult,Male,Vegetarian,
4206,Child,Male,Gluten-Free,"Gluten, Nuts"
4207,Teen,Other,Keto,"None, Dairy"
4208,Child,Male,Vegetarian,"Eggs, Nuts"
4209,Child,Male,Keto,
4210,Child,Other,Vegan,"Shellfish, Gluten, Soy"
4211,Teen,Male,Non-Vegetarian,"None, Eggs"
4212,Teen,Female,Keto,"Gluten, Nuts"
4213,Senior,Male,Gluten-Free,"Soy, Shellfish"
4214,Teen,Female,Keto,"None, Dairy"
4215,Adult,Female,Keto,"Gluten, Nuts"
4216,Adult,Female,Non-Vegetarian,Shellfish
4217,Senior,Male,Gluten-Free,"Dairy, Nuts"
4218,Teen,Other,Paleo,Nuts
4219,Child,Other,Non-Vegetarian,"Eggs, Nuts"
4220,Adult,Other,Vegan,"Dairy, Nuts, Shellfish"
4221,Senior,Male,Paleo,"None, Gluten, Soy"
4222,Child,Female,Paleo,"Eggs, Shellfish"
4223,Adult,Female,Paleo,Shellfish
4224,Senior,Other,Gluten-Free,None
4225,Child,Female,Gluten-Free,"Gluten, Shellfish, Dairy"
4226,Teen,Other,Dairy-Free,Eggs
4227,Adult,Other,Paleo,"Soy, Nuts"
4228,Teen,Female,Keto,"Shellfish, Nuts"
4229,Adult,Other,Non-Vegetarian,"Shellfish, Soy, Eggs"
4230,Senior,Male,Vegetarian,Soy
4231,Senior,Other,Non-Vegetarian,"Shellfish, Eggs"
4232,Adult,Male,Dairy-Free,"Nuts, Shellfish, Gluten"
4233,Senior,Other,Dairy-Free,"None, Dairy, Eggs"
4234,Child,Female,Dairy-Free,"Eggs, Soy"
4235,Teen,Female,Vegetarian,"Eggs, Gluten"
4236,Senior,Female,Gluten-Free,Soy
4237,Senior,Male,Paleo,"Eggs, None"
4238,Teen,Other,Keto,"Dairy, Soy"
4239,Adult,Other,Vegetarian,
4240,Adult,Male,Non-Vegetarian,Eggs
4241,Adult,Other,Dairy-Free,Nuts
4242,Teen,Other,Vegan,"Nuts, None, Soy"
4243,Adult,Male,Gluten-Free,
4244,Teen,Male,Gluten-Free,"None, Eggs"
4245,Child,Other,Vegetarian,"Gluten, Soy, Eggs"
4246,Child,Female,Gluten-Free,Soy
4247,Child,Other,Vegetarian,"Dairy, Gluten"
4248,Child,Female,Dairy-Free,"Eggs, Shellfish"
4249,Child,Male,Dairy-Free,"Soy, Eggs, Nuts"
4250,Child,Female,Keto,"Dairy, None"
4251,Senior,Male,Gluten-Free,
4252,Senior,Female,Keto,"Soy, None, Eggs"
4253,Child,Other,Vegan,
4254,Child,Female,Vegetarian,
4255,Teen,Male,Vegetarian,Shellfish
4256,Teen,Female,Keto,"Eggs, None"
4257,Child,Male,Dairy-Free,Shellfish
4258,Teen,Male,Paleo,Eggs
4259,Adult,Male,Non-Vegetarian,"Shellfish, Soy, Eggs"
4260,Child,Other,Gluten-Free,
4261,Adult,Other,Dairy-Free,"Soy, Dairy, None"
4262,Senior,Female,Paleo,"Eggs, Dairy, Soy"
4263,Teen,Male,Non-Vegetarian,
4264,Senior,Other,Vegan,Shellfish
4265,Senior,Male,Paleo,
4266,Senior,Other,Paleo,Soy
4267,Teen,Female,Non-Vegetarian,
4268,Teen,Female,Vegetarian,Eggs
4269,Senior,Female,Keto,None
4270,Child,Male,Vegan,"Gluten, Dairy"
4271,Senior,Other,Vegan,Nuts
4272,Child,Male,Gluten-Free,"None, Soy, Nuts"
4273,Teen,Other,Keto,"Gluten, Soy, Shellfish"
4274,Senior,Male,Keto,
4275,Senior,Female,Paleo,"Soy, Eggs"
4276,Senior,Female,Non-Vegetarian,
4277,Adult,Female,Non-Vegetarian,"Gluten, Eggs"
4278,Adult,Female,Paleo,Nuts
4279,Senior,Male,Gluten-Free,
4280,Child,Male,Dairy-Free,Dairy
4281,Child,Female,Vegan,"Soy, Dairy, Gluten"
4282,Senior,Other,Dairy-Free,"Soy, Shellfish, None"
4283,Adult,Female,Vegetarian,None
4284,Teen,Female,Vegetarian,
4285,Teen,Other,Paleo,"Gluten, Shellfish, Nuts"
4286,Teen,Other,Vegan,None
4287,Senior,Female,Non-Vegetarian,"Dairy, Shellfish, Nuts"
4288,Child,Other,Vegan,
4289,Adult,Female,Keto,Shellfish
4290,Senior,Male,Vegetarian,"Shellfish, Soy"
4291,Teen,Female,Gluten-Free,None
4292,Teen,Other,Keto,Dairy
4293,Child,Female,Vegan,
4294,Teen,Female,Vegan,"Eggs, Gluten"
4295,Senior,Female,Dairy-Free,Eggs
4296,Teen,Male,Paleo,"Dairy, Shellfish, None"
4297,Teen,Male,Paleo,"Soy, Gluten"
4298,Child,Male,Vegetarian,"None, Shellfish, Dairy"
4299,Senior,Male,Keto,
4300,Senior,Female,Keto,Eggs
4301,Adult,Female,Gluten-Free,"None, Shellfish"
4302,Adult,Other,Dairy-Free,"Soy, Eggs"
4303,Senior,Other,Gluten-Free,"Eggs, Dairy, Shellfish"
4304,Senior,Other,Keto,"Shellfish, Soy"
4305,Senior,Male,Non-Vegetarian,"Soy, Nuts, None"
4306,Teen,Female,Vegan,
4307,Teen,Female,Dairy-Free,"None, Gluten"
4308,Senior,Other,Gluten-Free,None
4309,Senior,Female,Dairy-Free,None
4310,Teen,Male,Paleo,"None, Eggs, Nuts"
4311,Adult,Female,Vegetarian,Eggs
4312,Adult,Female,Dairy-Free,"Soy, Dairy, Gluten"
4313,Child,Female,Paleo,"None, Dairy"
4314,Adult,Female,Vegan,"None, Eggs"
4315,Teen,Male,Gluten-Free,
4316,Senior,Female,Keto,
4317,Teen,Male,Keto,"Dairy, Nuts, Gluten"
4318,Teen,Female,Gluten-Free,Dairy
4319,Child,Female,Keto,
4320,Adult,Other,Dairy-Free,"Eggs, Gluten, Soy"
4321,Adult,Female,Non-Vegetarian,"Dairy, Gluten, Soy"
4322,Teen,Male,Vegetarian,
4323,Senior,Other,Non-Vegetarian,
4324,Child,Other,Non-Vegetarian,"Eggs, Soy, Nuts"
4325,Teen,Female,Gluten-Free,"Nuts, Soy"
4326,Child,Other,Keto,
4327,Adult,Female,Gluten-Free,"Shellfish, Eggs"
