Dish_Name,Cuisine_Type,Veg_Non,Describe,Spice_Level,Sugar_Level,Dish_Category,Food_ID,Weather_Type
Potato mash,Fusion,Non-Vegetarian,"Potato mash with garlic, cheese and chilli",4,0,Potatoes,391,Hot
Gingerbread,German,Non-Vegetarian,Gingerbread,1,1,Dessert,392,Hot
Noodle Pulao,Indian,Non-Vegetarian,"The aromatic rice flavoured with spices and tossed with vegetables and meat, served hot",2,1,Rice,393,Hot
Pork,European,Non-Vegetarian,"Pork is a meat that comes from pigs. It can be found on the menu of many restaurants and is commonly used in dishes such as bacon, ham, sausage, and pulled pork. Pork is known for its rich flavor and versatility, making it a popular choice for both chefs",1,2,Meat,394,Hot
Chicken and Mushroom Pie,British,Non-Vegetarian,"A traditional British pie made with chicken, mushrooms, onions, and cream.",1,1,Main Course,395,Hot
Red Velvet Cake,Desserts,Non-Vegetarian,"Our moist and delicious red velvet cake is made with buttermilk, cocoa powder, and vinegar. This gives it a unique flavor and texture that you won't find in other cakes.",0,3,Desserts,396,Hot
Chicken Stir-fried Rice with Peas,Chinese,Non-Vegetarian,Rice cooked with chicken and peas.,2,0,Rice,397,Hot
Blueberry pie,American,Non-Vegetarian,Blueberry Pie,2,4,Dessert,398,Rainy
Kem Chien,Vietnamese,Non-Vegetarian,"Vietnamese-style fried rice with chopped pork, egg, green onions, and spices.",1,0,Rice & Noodles,399,Hot
Traditional hamburger,Traditional American,Non-Vegetarian,The all-American hamburger. Served with a side of fries.,0,0,Burger,400,Hot
Pork,European,Non-Vegetarian,"Pork is a dish which is made by cooking pork meat. It is usually served with various sides like potato wedges, french fries, etc.",2,0,Starters,401,Hot
Meatballs,Italian,Non-Vegetarian,"Just like the name suggest, these meatballs are delicious.",0,1,Main Course,402,Hot
Sweet potato,American,Non-Vegetarian,Sweet Potato Fries.,2,1,Side dish,403,Hot
Duck Tikka,Indian,Non-Vegetarian,Tandoor roasted duck marinated with a mix of spices and yogurt. Served with salad and tandoori roti.,2,0,Starters,404,Hot
Lime Pie,American,Non-Vegetarian,"A traditional American dessert made with a creamy filling of sweetened egg yolks and condensed milk topped with a tart layer of lime juice and sweetened condensed milk. It's typically served cold, making it a refreshing and indulgent treat on a hot day.",3,1,Dessert,405,Hot
CHICKEN RICE,Chinese,Non-Vegetarian,"Chicken rice is a dish originating from Singapore, and is popular among the Chinese and Malay community in Singapore, Malaysia, Brunei, and Indonesia. It is also popular in Hong Kong and Cambodia. It is also known as nasi ayam, nasi ayam Campur, nasi",0,0,Chinese,406,Hot
Banana Custard,British,Non-Vegetarian,Banana custard,1,1,Desserts,407,Hot
Creamy Shrimp,American,Non-Vegetarian,Creamy Shrimp,1,0,Main Course,408,Hot
"Rosti, with bacon, mushroom, & tomato",international,Non-Vegetarian,"A Rosti is a Swiss potato pancake, made with grated potatoes, flour, egg, and butter or oil. To plate, place a Rosti on the plate and top with 2 slices of bacon, 2 slices of tomato, and 2 slices of mushroom",3,1,Breakfast,409,Hot
Pancakes,American,Non-Vegetarian,"Pancakes is a flat cake made from a batter of flour, eggs, milk or buttermilk, and butter, cooked on a hot surface such as a griddle or frying pan, often flipped over halfway through cooking. It is a staple breakfast food in many Western countries. It is",2,2,Breakfast,410,Hot
Spicy chicken,Other,Non-Vegetarian,Spicy chicken cooked with bell peppers and onions.,1,0,Main Course,411,Hot
Chicken Pasta,Italian,Non-Vegetarian,Chicken breast and penne pasta cooked in a creamy white wine and garlic sauce.,3,6,Main Course,412,Hot
Biryani,North Indian,Non-Vegetarian,"Rice cooked with meat, ginger and garlic, flavoured with cinnamon, cloves, star anise, cardamom, mace, and black pepper, with fried onions and almonds.",3,2,Rice,413,Hot
Tuna Salad,American,Non-Vegetarian,Tuna Salad-Diced tuna in mayonnaise with celery and onions,2,15,Salad,414,Hot
Pa-Deng-Chicken,Indian Chinese,Non-Vegetarian,"Boneless chicken with a tangy and spicy flavor, cooked with the right amount of oil, and served with soya sauce.",1,3,Chicken,415,Rainy
Sinigang na Baboy,Filipino,Non-Vegetarian,Sinigang na baboy is a Filipino sour soup made with pork that is simmered in a tamarind-based broth with vegetables.,2,0,Soup,416,Hot
Chhattisgarhi Pahari Chicken,Continental,Non-Vegetarian,Chicken cooked with exclusive spices of Chhattisgarhi Pahari,2,5,Chicken,417,Rainy
Kimchi,Korean,Non-Vegetarian,Steamed and fermented vegetables.,1,0,Appetizer,418,Hot
Pasta,Italian,Non-Vegetarian,"Spaghetti with chicken, mushroom and cream, topped with grated cheese.",2,0,Main Course,419,Hot
Fried Rice,American,Non-Vegetarian,"White rice cooked in a wok with butter, garlic and soy sauce.",0,0,Rice,420,Hot
"COMBO 1 (BIRRIANO, RIBS, 2 REGULAR SIDES, DRINK)",American,Non-Vegetarian,"Grilled ribs, birriano, 2 regular sides, drink",2,1,American,421,Hot
Chicken kabob,Persian,Non-Vegetarian,Baked chicken with spices and herbs,1,0,Snack,422,Hot
Red velvet cake,Bakery,Non-Vegetarian,"Chocolate cake with cream cheese icing, red food coloring, and white chocolate curls.",0,3,Dessert,423,Hot
Eggs & Bacon,American,Non-Vegetarian,"Our American breakfast special comes with two eggs, a choice of bacon or sausage, home fries, and toast.",0,2,Breakfast,424,Hot
Homemade Eggs Benedict,Canadian,Non-Vegetarian,"Poached eggs with an onion and tomato jam, roasted tomato hollandaise, spring mix and bacon",0,0,Breakfast,425,Hot
Fried rice with chicken and vegetables,Chinese,Non-Vegetarian,Chicken and assorted vegetables in rice fried with soy sauce and scallions. Served with chicken soup and pickled cucumber.,0,1,Rice and Noodles,426,Hot
Pasta & Butter,Italian,Non-Vegetarian,Pasta & Butter,1,0,Snack,427,Rainy
Sharabi Kebab,Persian,Non-Vegetarian,Mincemeat and lamb kebab served with marinated vegetables on a skewer,1,0,Middle-Eastern,428,Hot
Sambar,South Indian,Vegetarian,Tamarind-based sauce with vegetables and dal,2,0,Main Course,429,Rainy
Tuna,American,Non-Vegetarian,Grilled tuna steak with a spicy cilantro sauce,2,0,Seafood,430,Hot
Pineapple and cheese pizza,Italian,Vegetarian,Crust: Thin Crust. Toppings: Pineapple and cheese. Sauce: Tomato based.,1,1,Pizza,431,Hot
Barbecue Ribs,American,Non-Vegetarian,Tender pork ribs coated in a sweet and tangy barbecue sauce. Served with a side of coleslaw and fries.,0,1,Main Course,432,Hot
Garlic Buns,Chinese,Non-Vegetarian,These are the most famous garlic buns that are available in all the Chinese restaurants. The bread is soft and the garlic taste is very refreshing. The bread is very soft and the garlic taste is so good that you will not want to eat anything else. The bread is very fresh and the taste is so good that,1,0,Breads,433,Hot
Sweet Potato Crusted Chicken Breast,American,Non-Vegetarian,"A chicken breast, coated with sweet potato breadcrumbs, is sauteed until crisp in olive oil.",1,1,Poultry,434,Hot
Cheese Salsa Chicken Pizza,American,Non-Vegetarian,"A pizza made with a creamy salsa sauce, topped with mozzarella cheese, and chicken.",1,0,Pizza,435,Hot
Grilled Chicken,American,Non-Vegetarian,"Grilled chicken marinated with herbs and spices, served with a side of mashed potatoes and steamed vegetables.",1,0,Main Course,436,Hot
Tuna Melt,American,Non-Vegetarian,"A spicy tuna melt with provolone cheese, cheddar cheese and swiss cheese on white bread grilled with butter. Served with a side of potato chips.",2,1,Sandwiches,437,Hot
Biryani,Indian,Non-Vegetarian,"Biryani is a rice dish which is a type of pilaf, made with spices, rice and meat. You can prepare biryani with any type of meat like chicken, lamb, goat or beef. It is a common dish in South Asia and Middle East.",3,0,Rice,438,Hot
Chicken Tikka Masala,Indian,Non-Vegetarian,"Chicken Tikka Masala is a popular Indian dish made with chicken, tomatoes, and a creamy, mildly-spiced sauce. The chicken is first marinated in a blend of yogurt, spices, and lemon juice, then skewered and grilled. The grilled chicken",2,1,Non-Vegetarian Main Course,439,Hot
Chicken Shawarma,Middle Eastern,Non-Vegetarian,"Chicken Shawarma is a Middle Eastern dish consisting of grilled chicken that is thinly sliced and served in a pita bread pocket or on a plate of rice. The chicken is marinated in a blend of spices, including cumin, coriander, and turmeric, and cooked on",2,0,Snack,440,Hot
Trio of Toasts,American,Non-Vegetarian,"Thickly sliced toasted baguette topped with avocado, poached egg, and bacon",0,0,Sandwiches,441,Hot
Fried rice,Chinese,Non-Vegetarian,"Rice with minced meat, egg",3,0,Chinese,442,Hot
Cornbread,Southern & soul food,Non-Vegetarian,"Cornbread is a type of quick bread made from cornmeal. It is a popular dish in Southern and soul food cuisine, often served as a side dish.",2,1,Breads,443,Hot
BALUCHI PALAK (SPINACH),Punjabi,Vegetarian,"Spinach, onion, ginger, chilli, salt and gram flour",0,0,Vegetables,444,Rainy
Sweet and Sour Pork,Chinese,Non-Vegetarian,"Marinated pork tenderloin, served with pineapple, bell peppers, onions, cashews, and a sweet and sour sauce",2,2,Entree,445,Hot
black-eyed peas,American,Vegetarian,Black-eyed peas simmered in a spicy tomato sauce with red peppers and garlic.,1,0,Soups,446,Hot
Potato Leek Soup,International,Vegetarian,"This is a beautiful creamy soup made with leeks, potatoes, onions, celery, garlic, vegetable broth, and seasonings. It is topped with a tasty crème fraîche.",1,0,Soup,447,Hot
Soft Taco,Mexican,Non-Vegetarian,"Beef, onions, lettuce, tomato, cheddar cheese, sour cream, taco sauce",3,2,Mexican,448,Hot
Speedwell,Indian,Vegetarian,Speedwell is a green leafy vegetable.,1,3,Vegetables,449,Hot
Mole Poblano,Mexican,Non-Vegetarian,"A sauce of ancho chile, tomato, onion, garlic, spices, chocolate, and sesame seeds that is used to serve chicken or pork.",2,0,Main Course,450,Hot
Banana Cream Pie,American,Non-Vegetarian,"Banana cream pie made with vanilla pudding, bananas, and whipped cream.",0,1,Dessert,451,Hot
Pork chop,International,Non-Vegetarian,Pork chop,2,0,Meat,452,Hot
"Cheese, Tomato, and Butter Baked Potato",American,Non-Vegetarian,"Cheese, tomato, and butter baked potato",2,2,Baked,453,Hot
Creamed Spinach,American,Vegetarian,Creamed Spinach,0,0,Side Dishes,454,Rainy
Tiramisu,Italian,Non-Vegetarian,"Tiramisu is a classic Italian dessert made with layers of coffee-soaked ladyfingers, mascarpone cheese, and a dusting of cocoa powder. It is a rich and decadent dessert that is perfect for special occasions or when you want to treat yourself.",0,4,Desserts,455,Hot
Crab Cakes,Seafood,Non-Veg,"Three crab cakes, with a light breading made from crushed saltine crackers",0,0,Seafood,456,Rainy
Crepes,French,Non-Vegetarian,"Mushroom and cheese crepe with melted Swiss cheese, mushrooms (button, swiss brown, portabella, shiitake, enoki, oyster, cremini) and onions",1,5,Dinner,457,Hot
Sizzling Seafood Aglio Olio,Seafood,Non-Vegetarian,"A delicious dish made with seafood, pasta, and garlic.",1,8,Rainy,458,Hot
Ravioli,Italian,Non-Vegetarian,"Fresh pasta filled with spinach and ricotta, topped with a rich, creamy tomato and mascarpone sauce and a sprinkle of Parmesan.",1,0,Rainy,459,Hot
Pumpkin Stuffed Chicken,American,Non-Vegetarian,"Marinated chicken breasts, roasted pumpkin, onions, garlic, rosemary, parsley, paprika, salt & pepper, stuffed with cheese and pumpkin seed mix, baked in the oven and served with sweet potato mash, glazed green beans and pumpkin seeds",1,2,Chicken,463,Hot
boiled rice,Indian,Vegetarian,boiled rice,4,0,Grains,464,Hot
Tofu & Vegetables,Chinese,Vegetarian,Tofu & Vegetables,0,0,Main course,465,Hot
Cashew Chicken,Chinese,Non-Vegetarian,"Cashew chicken is a dish of Chinese cuisine that consists of chicken, cashews, vegetables and a starch-based thickening sauce.",1,1,Asian,466,Rainy
Omelette,American,Non-Vegetarian,Omelette,2,0,Breakfast,467,Hot
Eggs - omelet,Western,Non-Vegetarian,Eggs omelet,1,0,Grill,468,Hot
Lemon Pepper Salmon,American,Non-Vegetarian,"Lemon Pepper Salmon is a delicious and flavorful fish dish that is perfect for any occasion. The salmon is coated in a seasoned lemon pepper mixture, giving it a bright and tangy flavor that pairs well with the tender and flaky texture of the fish. This dish is easy to make and",1,0,Sea Food,469,Hot
Red rice,Asian,Vegetarian,"Red rice with mixed vegetables, carrots and green peas",1,0,Main Course,470,Hot
Chicken Rice Porridge,Chinese,Non-Vegetarian,Poached chicken in a fragrant rice porridge.,1,2,Chinese,471,Hot
Baked Potato,American,Non-Vegetarian,"Baked potato with a mixture of ground beef, onions, green peppers, and tomatoes.",2,1,Main Course,472,Rainy
Sweet potato fries,American,Non-Vegetarian,French fries with fried sweet potato,1,1,Snacks,473,Hot
samosas,Indian,Vegetarian,"A flavorful Indian dish made with a filling of potatoes, onions, and green peas wrapped in a doughy shell and deep-fried to golden perfection.",1,0,Starters,474,Hot
Coffee Biscuits,Continental,Non-Vegetarian,Biscuits dipped in coffee,2,2,Baked,475,Rainy
Mediterranean turkey burgers,Bistro,Non-Vegetarian,Pair of turkey burgers in a bun.,3,1,Burgers,476,Hot
Chicken Floss Noodle,Malaysian,Non-Vegetarian,Chicken Floss Noodle,2,2,Malaysian,477,Hot
Cinnamon pancakes,American,Non-Vegetarian,"Lobster is the most common and widely distributed of the true lobsters, and is one of the most popular luxury seafoods.",0,2,Sea food,478,Hot
Sweet potato pie,American,Non-Vegetarian,Dessert,0,1,Dessert,479,Hot
Shahtooti roti,Pakistani,Vegetarian,"Shahtooti roti is a type of flatbread made in Pakistani cuisine. It is made with whole wheat flour, water, and salt, and is rolled out into a thin circle. The dough is then cooked on a hot griddle until it is golden brown and crispy.",1,Sunny,Bread,480,Hot
"Roasted Pepper, Onion & Tomato Soup",European,Non-Vegetarian,"Roasted red pepper, onion and tomato soup.",2,2,Soup,481,Hot
KOREAN BARBECUE PORK BELLY (SAMGYEOPSAL),KOREAN,Non-Vegetarian,"Thinly sliced pork belly (belly meat) is grilled over high heat until it is crispy on the outside and juicy on the inside. Pork belly has a very rich marbling and tends to be very fatty. The fat melts as it cooks, which makes the meat",1,1,"Beef, Pork & Lamb",482,Hot
North Indian Creamy Paneer Butter Masala,North Indian,Vegetarian,North Indian Creamy Paneer Butter Masala with buttered rice.,3,2,Main Course,483,Rainy
Panko Shrimp,Japanese,Non-Vegetarian,"Panko Shrimp with sweet and sour sauce, fresh pineapple, red onion, scallions and sesame seeds",2,3,Appetizer,484,Hot
Chicken Biriyani,South Indian,Non-Vegetarian,A typical biryani dish made using chicken and basmati rice.,1,0,Rice,485,Hot
Spicy chicken soup,American,Non-Vegetarian,Chicken noodle soup,1,0,Soup,486,Hot
Custard,British,Non-Vegetarian,"Custard, a creamy and smooth dessert made with milk, egg yolks, and sugar. It can be served hot or cold.",0,3,Dessert,487,Rainy
Pasta,Italian,Non-Vegetarian,Spaghetti with meatballs,1,0,Pasta,488,Hot
Buckwheat,Russian,Vegetarian,Buckwheat,2,0,Side dish,489,Hot
Pork Chop With Mushroom Sauce,Chinese,Non-Vegetarian,"The pork chops are marinated in a mixture of soy sauce, garlic, ginger, and honey. The chops are then pan-fried and served with a creamy mushroom sauce.",0,0,Main Course,490,Hot
Gado-gado,Indonesian,Non-Vegetarian,"Gado-gado (Indonesian: [ˈɡado ˈɡado], Javanese: [ɡəˈdɔ ɡəˈdɔ]) is a traditional salad of Indonesian cuisine. It consists of vegetables, hard-boiled eggs, tofu and potato, served",1,2,Salad,491,Hot
Vegetable Curry,Indian,Non-Vegetarian,"A non-vegetarian dish consisting of chicken, potatoes, tomatoes, and onions",4,1,Curry,492,Hot
Sweet potato,Indian,Vegetarian,Pieces of sweet potato fried in a light batter.,2,0,Side,493,Hot
Fried rice,Chinese,Non-Vegetarian,Fried rice with chicken and veggies.,1,2,Rice and noodles,494,Hot
Mixed Vegetables,Fusion,Vegetarian,A variety of mixed vegetables cooked in olive oil,1,0,Bread and Rice,495,Hot
chicken tikka masala,Indian,Non-Vegetarian,"Chicken tikka masala is a creamy curry with chicken tikka, tomato sauce, and Indian spices.",2,1,Main Course,496,Hot
Mushroom Omelette,Continental,Non-Vegetarian,Omelette with vegetables and mushrooms,1,0,Breakfast,497,Rainy
Strudel,European,Non-Vegetarian,Puff pastry stuffed with apples and raisins,1,1,Dessert,498,Cold
"Pasta With Asparagus, Prosciutto, Butter and Parmesan",Italian,Vegetarian,"Asparagus tips are blanched in boiling water for a few minutes, then placed in an ice bath to stop the cooking process. Dried prosciutto is crisped in a nonstick skillet, then the asparagus and a little butter are sautéed in the",2,0,Pasta,499,Rainy
Sambhar,South Indian,Vegetarian,Vegetable sambhar,1,1,Sambhar,500,Hot
Beef cooked with cumin and garlic,Mexican,Non-Vegetarian,Beef cooked with cumin and garlic,1,1,Main Dish,501,Hot
Egg Benedict,European,Non-Vegetarian,"Classic Benedict with poached eggs, bacon, hollandaise sauce served with buttered toast",0,0,Platters,502,Hot
Green chilli chicken,Chinese_inspired,Non-Vegetarian,Grilled chicken and green chillies in a sauce,3,1,Starters,503,Hot
Corn,American,Vegetarian,"This dish is a classic American vegetarian meal made with fresh corn, onions, and bell peppers. It's a simple and healthy recipe that's perfect for a summer barbecue or as a side dish for any meal.",2,0,Vegetable,504,Hot
Vegetable Biryani,Indian,Veg,Perfectly cooked rice with lots of vegetables.,3,0,Rice,505,Hot
Pizza,Italian,Non-Vegetarian,Spicy Pizza,3,0,Pizza,506,Hot
Cheese Pizza,Chinese,Non-Vegetarian,Paneer tikka pizza with cheese.,3,1,Chinese,507,Rainy
Chicken Fajitas,Mexican,Non-Vegetarian,"Hand-crafted chicken fajitas, served with sour cream, shredded cheddar, lettuce, tomato, guacamole, onions, and black beans on a tortilla.",3,0,Mexican,508,Hot
Sweet and Sour Pork,Chinese,Non-Vegetarian,Sweet and sour pork is a Cantonese dish consisting of bite-sized pieces of battered and deep-fried pork served in a sticky sauce flavored with pineapple and vinegar.,1,1,Main Course,509,Hot
TACO SALAD,Mexican,Non-Vegetarian,"Iceberg lettuce, diced tomatoes, cheddar cheese, ground beef, black olives, diced onions, sliced black olives, taco sauce, sour cream, and tortilla chips.",1,1,Salad,510,Hot
Chicken Tikka Masala,Indian,Non-Vegetarian,Chicken Tikka Masala is a popular Indian dish made with grilled chicken in a creamy tomato sauce. It is often served with basmati rice or naan bread.,3,1,Main Course,511,Hot
Egg and Chorizo Sandwich,American,Non-Vegetarian,"A classic sandwich made with eggs, cheese, and chorizo served on a toasted bun.",0,1,Breakfast,512,Rainy
Margherita,Italian,Vegetarian,"Smooth sauce of tomatoes, Mozzarella, Basil",0,0,Pizza,513,Hot
BANANA PANCAKE,American,Non-Vegetarian,Two fluffy pancakes with fresh bananas and real maple syrup.,1,2,Breakfast,514,Hot
Aloo Tikki,Indian,Vegetarian,"Aloo tikki is an Indian street food snack made with mashed potato, spices, and herbs, shaped into patties and then deep fried. It is often served with a variety of chutneys and sauces as a side dish or snack, and can also be",3,0,Street Food,515,Hot
Pasta with Coconut Curry Sauce,Fusion,Vegetarian,Spaghetti pasta cooked in coconut curry sauce,3,0,Seafood,516,Hot
Fried rice,Asian,Non-Vegetarian,Fried rice,2,1,Seafood,517,Rainy
Fried Rice with Chicken,Chinese,Non-Vegetarian,Fried Rice with Chicken,1,1,North Indian,518,Hot
Gajar-matar ki sabzi,Indian,Vegetarian,"Cooked tomato, cauliflower florets, and carrots in a spicy gravy",2,1,Vegetable,519,Rainy
Pasta,Italian,Non-Vegetarian,The perfect dish for a cold winter night. Served with your favorite wine.,3,3,Italian,520,Hot
Lemon Ice,American,Non-Vegetarian,Lemon Ice,0,2,Sweet,521,Hot
Chicken Andouille Sausage Jambalaya,Southwestern,Non-Vegetarian,"Chicken, Andouille Sausage and shrimp cooked in a rich tomato and Cajun seasoning based sauce over rice.",3,0,American,522,Hot
chicken paneer tikka masala,Indian,Non-Vegetarian,"Chicken pieces marinated in a smooth blended mixture of creamy cashew nut & nutmeg paste and spices with some paneer (cottage cheese) pieces, and then cooked in mildly spiced onion tomato gravy.",2,1,Non-Vegetarian,523,Hot
Baked Pudding,British,Non-Vegetarian,"Layers of creamy custard with a light and fluffy top, served with a rich chocolate sauce.",1,2,Dessert,524,Cold
Coconut cream pie,American,Non-Vegetarian,Miniature version of our already famous coconut cream pie.,0,2,Desserts,525,Hot
Creamy Chicken Burrito,Mexican,Non-Vegetarian,Creamy chicken and rice served in a warm tortilla,1,2,Main Course,526,Hot
Penne Pasta,Italian,Non-Vegetarian,"Penne Pasta is a dish made with penne pasta, tomato sauce, and ground beef. It is a popular dish in Italian cuisine and is often served as a main course.",2,0,"Pasta, Rice & Noodles",527,Hot
Chicken Chili,Indian,Non-Vegetarian,Chilli Chicken is prepared by cutting chicken into small chunks and marinating it with spices. Sliced onions and capsicum are then added to the marinated chicken and stir fried in oil. Chilli paste is then added to the chicken and fried for a few minutes before finally,1,0,Meat,528,Hot
Dal,Indian,Vegetarian,Yellow dal curry with rice and baby potatoes,3,0,Gravies,529,Rainy
Beef Short Ribs,Canadian,Non-Vegetarian,The meat is rubbed with spices and slow roasted in the oven until tender. The meat is pulled off the bone and combined with a rich tomato sauce and fresh basil. The dish is served with a side of buttered noodles.,0,0,Main Course,530,Rainy
Banana Juice,Indian,Vegetarian,Banana Juice,3,1,Beverage,531,Hot
Vegetable Stir Fry,Chinese,Vegetarian,Stir fried vegetables with soy sauce,2,0,Side,532,Hot
Pork chop,Irish,Non-Vegetarian,"Ireland’s most famous meat, the pork chop, comes from pork. This meat is dry and dark, and has a tough texture. It has a high fat content, making it easy to cook. It is usually braised or stewed and served with potatoes.",0,0,Meat,533,Hot
Biryani,Indian,Non-Vegetarian,Boneless chicken pieces marinated in yogurt and spices and then cooked in a special Hyderabadi masala.,2,1,Rice,534,Hot
Pork Chop,American,Non-Veg,Fried pork chop,1,0,Main Course,535,Hot
Garlic Bread,American,Non-Vegetarian,"A plate of garlic bread made with dough, butter, and garlic.",1,0,Bread,536,Rainy
Ice Cream,Dessert,Non-Vegetarian,Vanilla ice cream with sprinkles and chocolate syrup,0,1,Dessert,537,Hot
Sorghum paste,Indian,Vegetarian,Sorghum paste,0,0,Bread,538,Rainy
Coconut Lamb Curry,Asian,Non-Vegetarian,"Cooked with a coconut base, this dish is made with tender lamb, onions, garlic, ginger, tomatoes, coriander and spices.",3,1,Main Course,539,Hot
Lasagna,Italian,Non-Vegetarian,"Lasagna is a traditional Italian pasta dish made with layers of pasta sheets, meat sauce, and cheese. It is typically baked in the oven until the cheese is melted and bubbly.",3,2,Pasta,540,Hot
"Spiced Chicken Breast with Potato Wedges, Corn, and Gravy",Traditional Italian,Non-Vegetarian,"Pan-seared Chicken Breast with Spiced Butter, Garlic and served with Potato Wedges, Corn, and Gravy",2,0,Mains,541,Hot
Chicken Fingers,American,Non-Vegetarian,Chicken Fingers.,0,0,Finger Food,542,Hot
Crispy Pork Belly,Chinese,Non-Vegetarian,Seared pork belly with miso and roasted garlic.,1,0,Chinese,543,Hot
Baklava,Turkish,Non-Vegetarian,A rich and sweet dessert made with layers of phyllo pastry filled with chopped nuts and soaked in a sugar syrup,0,3,Dessert,544,Hot
Chicken Tikka,Indian,Non-Vegetarian,"Chicken tikka is the classic north Indian dish of boneless pieces of chicken marinated in spices and yogurt, then grilled.",2,1,Snack,545,Hot
Specialty,Seafood,Non-Vegetarian,Specialty of the seafood,1,1,Seafood,546,Hot
Biryani,Indian,Non-Vegetarian,Mutton Biryani,2,0,Non-Vegetarian Rice,547,Hot
Banh xeo,Vietnamese,Non-Vegetarian,"Vietnamese pancake with shrimp, pork, bean sprouts and green onion",2,0,Sea Food,548,Hot
Apple cake,Western,Veg,It's a cake with apple as the main ingredient.,0,2,Desserts,549,Hot
Hu Tieu Nuong - Charcoal Grilled Noodle Soup,Vietnamese,Non-Vegetarian,"Charcoal grilled beef, pork and chicken with noodle, bean sprout, bean sprout, green onion, basil, spring onion, lime, chili, and fish sauce",2,0,Noodles,550,Hot
Braised Pork Belly with Cardamom,Chinese,Non-Vegetarian,"Braised pork belly, covered with a layer of brown sugar, spices and cardamom.",2,0,Meat,551,Hot
Tiramisu,Italian,Non-Vegetarian,"A sweet Italian dessert made with coffee-soaked ladyfingers and a whipped mixture of mascarpone cheese, eggs, sugar, and cocoa.",0,4,Dessert,552,Hot
Sushi,Japanese,Non-Vegetarian,Sushi rice topped with tuna and avocado.,1,2,Seafood,553,Hot
BBQ chicken,American,Non-Vegetarian,BBQ chicken,2,0,Poultry,554,Rainy
Baked Chicken Breast with Cheese and Mushroom,American,Non-Vegetarian,A healthy and delicious Baked Chicken Breast with Cheese and Mushroom.,0,0,Chicken,555,Cold
Chicken Korma,Indian,Non-Vegetarian,A delicious chicken curry,3,1,Main course,556,Hot
Fried Rice,Chinese,Non-Vegetarian,"Thai fried rice with chicken, onion, carrots and red chilli",2,0,Rice,557,Hot
Shrimp Fried Rice,Chinese,Non-Vegetarian,Shrimp Fried Rice,1,1,Chinese,558,Hot
Potato and Chickpea Curry,Indian,Vegetarian,A very popular Punjabi dish. Vegetables are cooked together to make a rich curry.,0,1,Breakfast and Brunch,559,Hot
Deconstructed Chicken,Korean,Non-Vegetarian,"Deconstructed Korean Fried Chicken comprising of a Boneless Crispy Chicken, Fried Semolina, Drizzled with a Korean BBQ Sauce, Served with Kimchi, Fried Semolina and Drizzled with Korean BBQ Sauce",1,5,Appetiser,560,Hot
Beef and Broccoli,Chinese,Non-Vegetarian,Beef and Broccoli,1,1,Meat,561,Hot
Crispy Pork Belly,Australian,Non-Vegetarian,"Pork belly, deep fried, served with pickled vegetables",2,1,Asian,562,Hot
Baingan ka Lahsun,Indian,Vegetarian,Aubergine cooked with garlic and spices,2,0,Vegetables,563,Hot
Spinach Rasam,South Indian,Vegetarian,Spinach Rasam with rice,1,0,South Indian Vegetarian,564,Rainy
Fried Fish with Soy Sauce,Chinese,Non-Vegetarian,Fried Fish with Soy Sauce,1,7,Seafood,565,Hot
Gingerbread,German,Non-Vegetarian,"Gingerbread is a type of cake made with honey, spices, and sometimes molasses. It is typically flavored with ginger, cinnamon, and other spices.",2,4,Cake,566,Rainy
BLT,American,Non-Vegetarian,Bacon Lettuce Tomato,0,0,Salad,567,Hot
Candied Carrots,American,Non-Vegetarian,Candied Carrots,1,1,Vegetables,568,Hot
Baked Macaroni & Cheese with Black Pepper,American,Non-Vegetarian,Macaroni & cheese is baked with black pepper.,1,0,Main Course,569,Hot
Penne Arrabbiata,Italian,Non-Vegetarian,Spicy tomato pasta with chicken pieces and flakes,2,0,Pasta,570,Hot
Pastel con carne,Mexican,Non-Vegetarian,"Pie crust made from corn flour, filled with beef and potato and finished with a cheese",1,0,Main Course,571,Hot
Chocolate Pudding,Western,Non-Vegetarian,"Chocolate pudding, an American dessert that is made with eggs, sugar, cocoa powder, and milk. It is usually served cold, and can be topped with whipped cream or ice cream.",0,2,Desserts,572,Hot
Egg Curry,Maharashtrian,Vegetarian,Peanut Curry,2,0,Dal,573,Hot
CUSTARD PUDDING,English,Non-Vegetarian,Custard Pudding,0,3,Dessert,574,Hot
Butter Paneer Makhani,Indian,Vegetarian,"Butter paneer makhani is a popular vegetarian dish that originated in the Indian subcontinent. It is a creamy curry made with paneer, a cheese made from cow's milk, and a variety of spices. The dish is known for its rich, buttery flavor",1,0,Main Course,575,Hot
Doughnut,American,Non-Vegetarian,chocolate covered doughnut,0,0,Dessert,576,Hot
Pizza,Italian,Non-Vegetarian,"A large pizza from Papa John's is 12"" in diameter and has a diameter of 30.48 cm.",1,0,Pizza,577,Hot
Couscous with fresh vegetables,Moroccan,Vegetarian,"A wonderful couscous, with delicious fresh vegetables",1,0,Rice/Noodles,578,Hot
Roasted Cauliflower,Indian,Vegetarian,"Roasted cauliflower in olive oil, salt, pepper, and fresh herbs.",1,1,Vegetables,579,Hot
Soba noodles with diced chicken and a soy sauce base,Japanese,Non-Vegetarian,Soba noodles with diced chicken and a soy sauce base,1,0,Noodles,580,Hot
Chicken curry,Indian,Non-Vegetarian,The dish is a curry dish made with chicken as the main ingredient.,2,0,Curry,581,Hot
