User_ID,Weather_Type,Spice_Preference,Sugar_Preference,Meal_Type,Recent_Dislikes
3385,Cold,9,4,Lunch,"Strawberry-Mango Quinoa Salad, Baked Sirloin Steak, Frittata with Mushrooms, Thyme, and Parmigiano Cheese, Mediterranean Herb Dip, Tomato and lentil soup"
3385,Hot,2,8,Lunch,"Green Tea Fruit Medley Smoothie, Soy Ginger Glazed Halibut with Ginger Peach Relish, Korean Beef Rice Bowl, Soy Ginger Glazed Halibut with Ginger Peach Relish"
3385,Rainy,3,4,Lunch,"Shrimp & Crab Egg Rolls, Chicken and White Bean Chili, Homemade Muesli Breakfast Cereal"
3385,Humid,2,1,Breakfast,"Roasted Acorn Squash Stuffed with spicy Biryani (Veg/vegan), Royal Wedding Pear and Coriander Scones"
3385,Windy,1,6,Dinner,Tortellini In Brodo
3386,Cold,7,8,Lunch,"Roasted Acorn Squash Stuffed with spicy Biryani (Veg/vegan), Red, White & Blue Crepes: Happy July 4th! @driscollsberry, Vanilla and Lime Flan By Esperanza Platas Alvarez (Planet Food Mexico)"
3386,Hot,7,1,Breakfast,"Red, White & Blue Crepes: Happy July 4th! @driscollsberry, Sweet Potato, Kale & White Bean Soup, Easy Pork Chops on Stuffing, Dad’s Breakfast Polenta, Chocoholic's Deep Dark Dream Chiffon Cake"
3386,Rainy,2,2,Lunch,"Easy Pork Chops on Stuffing, Strawberry-Mango Quinoa Salad, Blueberry Basil Galette, White Chocolate Raspberry Brie Cups"
3386,Humid,10,5,Breakfast,"Baked Honey Sriracha Chicken Wings, Chocolate Mousse in Chocolate Shell"
3386,Windy,3,10,Dinner,
3387,Cold,6,3,Lunch,Gluten Free Dairy Free Buttermilk Biscuits
3387,Hot,5,8,Dinner,"Dak Bulgogi - Korean BBQ Chicken, Classic Buttermilk Pie, Smooth Bloody Mary, Tuna Stuffed Hard-Boiled Eggs, Pork schnitzel with tarragon cream sauce"
3387,Rainy,6,2,Lunch,"Butterscotch Pie, Easy Gluten Free Vegetarian Pasta Salad"
3387,Humid,2,1,Dinner,"Alouette Chicken Paprika, A Refreshing Drink To Welcome You All, Rice Stuffed Bell Peppers (Zeytinyagli Biber Dolmasi), Oven-Baked Feta Cheese Dip, Lemon Delicious"
3387,Windy,4,3,Lunch,
3388,Cold,3,2,Lunch,Delicious Rhubarb Custard Pie
3388,Hot,6,9,Dinner,"Tomato and Bacon Pizza With Rice Crust, Brussels Sprout Carbonara with Fettuccini, Baked Honey Sriracha Chicken Wings"
3388,Rainy,9,7,Breakfast,Cuban Flank Steak With Avocado and Tomato Salad
3388,Humid,7,7,Lunch,"Dad’s Breakfast Polenta, Sweet & Spicy White Cheddar Cheese Ball with apples & Bacon, Eggless Blueberry and White Chocolate Baked Cheesecake, Delicious Sausage & Peppers"
3388,Windy,10,4,Lunch,"Honeyed Bacon"" Baklava, Avocado and Orange Salad With Orange-Ginger Dressing, Amaretto Almond Cookies, South Carolina Style Pulled Pork"
3389,Cold,5,7,Lunch,HomeMade Hashbrowns with Spinach and Carrots
3389,Hot,1,1,Breakfast,
3389,Rainy,4,7,Breakfast,Delicious Rhubarb Custard Pie
3389,Humid,7,6,Dinner,"Chocolate Mousse in Chocolate Shell, Cheese Pork Chops, Creamy Mushroom Soup ~ with a “Kick”, Nutella Buttercream Cupcakes with Hidden Cadbury Egg"
3389,Windy,5,1,Lunch,
3390,Cold,1,5,Dinner,"Pasta With Salmon Cream Sauce, Lemon Delicious, Classic Buttermilk Pie, Tomato and lentil soup"
3390,Hot,3,2,Dinner,"Royal Wedding Pear and Coriander Scones, Eggless Blueberry and White Chocolate Baked Cheesecake"
3390,Rainy,7,1,Breakfast,
3390,Humid,9,8,Dinner,"Moosewood Lentil Soup, Sweet & Spicy White Cheddar Cheese Ball with apples & Bacon, Black Bean Garlic Shrimp Scramble, Healthy Mint Brownies"
3390,Windy,7,1,Lunch,"Tomato and Eggplant Caponata, Chicken Farfalle with Low-Fat Alfredo Sauce, Red, White & Blue Crepes: Happy July 4th! @driscollsberry, Wholemeal Steam Bun"
3391,Cold,10,8,Breakfast,"Spare Ribs, Chicken Farfalle with Low-Fat Alfredo Sauce, Watermelon Popsicles with Mint, Basil & Lime"
3391,Hot,7,3,Lunch,"Honeyed Bacon"" Baklava, Cheese Pork Chops, Authentic Italian Biscotti"
3391,Rainy,0,5,Dinner,"Roasted Asparagus With Bacon and Feta Cheese, Spring Greens With Pears, Sugared Walnuts & Gorgonzola, Baked Honey Sriracha Chicken Wings, Moosewood Lentil Soup, Nutella Buttercream Cupcakes with Hidden Cadbury Egg"
3391,Humid,3,5,Breakfast,"Blueberry Basil Galette, Easy Vegetable Fried Rice, Chicken and White Bean Chili"
3391,Windy,0,2,Breakfast,Carrot and Coriander Soup
3392,Cold,2,0,Dinner,"Frittata with Mushrooms, Thyme, and Parmigiano Cheese, Minestrone, Coconut Cream Pie Vegan Milkshake, Tomato and lentil soup"
3392,Hot,1,5,Dinner,
3392,Rainy,1,0,Lunch,"Wholemeal Steam Bun, South Carolina Style Pulled Pork, Healthy Mint Brownies, Braised Chicken with Artichoke Hearts & Olives"
3392,Humid,7,9,Lunch,"Pork schnitzel with tarragon cream sauce, How to Make the Ultimate Christmas Fruit Pizza, Artisan Farfalle Pasta With Smoked Salmon and Cream Sauce, Honeyed Bacon"" Baklava, White Chocolate Cherry Hand Pies"
3392,Windy,4,0,Dinner,"Fried String Cheese Sticks, Healthy Mint Brownies, Tomato and lentil soup, Coconut Cream Pie Vegan Milkshake"
3393,Cold,1,9,Dinner,"Roasted Acorn Squash Stuffed with spicy Biryani (Veg/vegan), Avocado Chicken Salad, Crockpot Applesauce, Sweet & Spicy White Cheddar Cheese Ball with apples & Bacon"
3393,Hot,7,9,Dinner,"Chapchae (Korean Stir-Fried Noodles), Korean Beef Rice Bowl, Zucchini Flutes Piped With Basil Ricotta Mousse, Mediterranean Herb Dip, Crockpot Applesauce"
3393,Rainy,9,8,Breakfast,
3393,Humid,7,7,Lunch,A Refreshing Drink To Welcome You All
3393,Windy,5,8,Dinner,"Shrimp & Crab Egg Rolls, A Refreshing Drink To Welcome You All, Raspberry Cheesecake Bars By Mommie Cooks"
3394,Cold,9,10,Dinner,"Loquat Pie, Crockpot Chicken and Dumplings, Upside-Down Blueberry Puffs Brunch"
3394,Hot,7,2,Lunch,Chicken and White Bean Chili
3394,Rainy,6,2,Lunch,"Crockpot Chicken and Dumplings, Lamb In Red Mole Sauce"
3394,Humid,3,5,Breakfast,"How to Make the Ultimate Christmas Fruit Pizza, Almond Rainbow Cake, Gluten Free Dairy Free Buttermilk Biscuits, Oven-Baked Feta Cheese Dip"
3394,Windy,0,1,Lunch,
3395,Cold,4,1,Dinner,"Korean Beef Rice Bowl, Wholemeal Steam Bun, Easy Gluten Free Vegetarian Pasta Salad, Roasted Asparagus With Bacon and Feta Cheese, Pork schnitzel with tarragon cream sauce"
3395,Hot,1,10,Breakfast,Delicious Sausage & Peppers
3395,Rainy,8,8,Breakfast,"Baked Sirloin Steak, Sweet & Spicy White Cheddar Cheese Ball with apples & Bacon, Alouette Chicken Paprika, Homemade Muesli Breakfast Cereal, Raspberry Cheesecake Bars By Mommie Cooks"
3395,Humid,6,10,Lunch,"Artisan Farfalle Pasta With Smoked Salmon and Cream Sauce, Yoghurt Honey Madeleines"
3395,Windy,4,4,Breakfast,"Delicious Sausage & Peppers, HomeMade Hashbrowns with Spinach and Carrots, How to Make the Ultimate Christmas Fruit Pizza, Chocolatey Overnight Oats with Strawberries"
3396,Cold,8,2,Dinner,"Roasted Acorn Squash Stuffed with spicy Biryani (Veg/vegan), Homemade Muesli Breakfast Cereal, Vanilla Bean Melting Moment Cookies With Caramel Filling"
3396,Hot,7,7,Breakfast,"South Carolina Style Pulled Pork, Wholemeal Steam Bun, Eggless Blueberry and White Chocolate Baked Cheesecake"
3396,Rainy,4,8,Breakfast,Salmon with roasted vegetables
3396,Humid,4,0,Dinner,Loquat Pie
3396,Windy,10,10,Lunch,"Ground Turkey Stuffed Peppers, Chicken Farfalle with Low-Fat Alfredo Sauce"
3397,Cold,3,1,Breakfast,
3397,Hot,6,7,Breakfast,"Ground Turkey Stuffed Peppers, Pasta with Raw Tomato & Lemon Infused Olive Oil, Cheese Pork Chops, Mediterranean Herb Dip"
3397,Rainy,10,9,Dinner,
3397,Humid,7,9,Breakfast,Baked Honey Sriracha Chicken Wings
3397,Windy,5,5,Breakfast,Homemade Muesli Breakfast Cereal
3398,Cold,5,9,Breakfast,A Refreshing Drink To Welcome You All
3398,Hot,4,10,Breakfast,"Healthy Orange Chicken, Pasta With Salmon Cream Sauce, Black Bean Garlic Shrimp Scramble"
3398,Rainy,3,5,Lunch,"Minestrone, Amaretto Almond Cookies"
3398,Humid,10,4,Dinner,
3398,Windy,10,4,Lunch,Creamy Mushroom Soup ~ with a “Kick”
3399,Cold,10,10,Dinner,"Fluffy frittata with spinach, Smooth Bloody Mary"
3399,Hot,0,6,Breakfast,"Brussels Sprout Carbonara with Fettuccini, Vanilla Bean Melting Moment Cookies With Caramel Filling, Roasted Acorn Squash Stuffed with spicy Biryani (Veg/vegan), The Pearhattan Cocktail, Classic Buttermilk Pie"
3399,Rainy,9,6,Lunch,"Classic Buttermilk Pie, Smooth Bloody Mary, The Pearhattan Cocktail, Watermelon Popsicles with Mint, Basil & Lime, Shrimp & Crab Egg Rolls"
3399,Humid,1,7,Breakfast,"Easy Pork Chops on Stuffing, Upside-Down Blueberry Puffs Brunch, Chocolate Mousse in Chocolate Shell, South Carolina Style Pulled Pork, One Bowl Jalapeno Cheddar Cornbread"
3399,Windy,4,1,Lunch,
3400,Cold,0,3,Breakfast,
3400,Hot,3,3,Breakfast,"Moosewood Lentil Soup, Cuban Flank Steak With Avocado and Tomato Salad, Coconut Cream Pie Vegan Milkshake, Pork schnitzel with tarragon cream sauce, South Carolina Style Pulled Pork"
3400,Rainy,9,4,Breakfast,"Minestrone, Avocado Chicken Salad, Rice Stuffed Bell Peppers (Zeytinyagli Biber Dolmasi), Green Tea Fruit Medley Smoothie"
3400,Humid,5,10,Lunch,"Frittata with Mushrooms, Thyme, and Parmigiano Cheese, Watermelon Popsicles with Mint, Basil & Lime, Tortellini In Brodo"
3400,Windy,9,5,Breakfast,"Wholemeal Steam Bun, Sugar Cookies, Crockpot Chicken and Dumplings"
3401,Cold,10,4,Lunch,"Vanilla and Lime Flan By Esperanza Platas Alvarez (Planet Food Mexico), Healthy Orange Chicken"
3401,Hot,8,4,Dinner,"Avocado and Orange Salad With Orange-Ginger Dressing, Green Tea Fruit Medley Smoothie"
3401,Rainy,0,5,Lunch,"Chocoholic's Deep Dark Dream Chiffon Cake, Shrimp and Lemongrass Soup, Artisan Farfalle Pasta With Smoked Salmon and Cream Sauce, Chocolatey Overnight Oats with Strawberries"
3401,Humid,0,7,Breakfast,"Baked Sirloin Steak, Soy Ginger Glazed Halibut with Ginger Peach Relish, Smooth Bloody Mary"
3401,Windy,5,9,Dinner,"Watermelon Popsicles with Mint, Basil & Lime, Korean Beef Rice Bowl, A Refreshing Drink To Welcome You All, Quick Chicken Enchilada Soup"
3402,Cold,10,6,Dinner,"Healthy Vegan Red Velvet Brownies, Butterscotch Pie, Sweet Potato, Kale & White Bean Soup, Pasta With Salmon Cream Sauce, Dak Bulgogi - Korean BBQ Chicken"
3402,Hot,8,2,Dinner,
3402,Rainy,6,7,Breakfast,"Tru Chocolate Martini, Vanilla Bean Melting Moment Cookies With Caramel Filling"
3402,Humid,2,8,Breakfast,"White Chocolate Cherry Hand Pies, Soy Ginger Glazed Halibut with Ginger Peach Relish, Cajun Potato Wedges"
3402,Windy,9,2,Lunch,
3403,Cold,2,8,Breakfast,"How to Make the Ultimate Christmas Fruit Pizza, Chicken and White Bean Chili, Cheesy Chicken and Rice Casserole"
3403,Hot,2,7,Dinner,
3403,Rainy,3,4,Dinner,"Healthy Mint Brownies, One Bowl Jalapeno Cheddar Cornbread, Dak Bulgogi - Korean BBQ Chicken, Easy Vegetable Fried Rice"
3403,Humid,3,8,Breakfast,"Roasted Acorn Squash Stuffed with spicy Biryani (Veg/vegan), Shrimp and Lemongrass Soup, Classic Buttermilk Pie"
3403,Windy,3,5,Breakfast,"Crockpot Applesauce, Homemade Muesli Breakfast Cereal, Coconut Cream Pie Vegan Milkshake, Healthy Orange Chicken, Green Tea Fruit Medley Smoothie"
3404,Cold,6,3,Breakfast,Easy Shepherd's Pie (Beef And/or Lamb Combo)
3404,Hot,3,7,Dinner,Cajun Seafood and Andouille Sausage Gumbo
3404,Rainy,1,10,Breakfast,"Gluten Free Dairy Free Buttermilk Biscuits, Chicken and White Bean Chili, Crockpot Applesauce"
3404,Humid,7,10,Dinner,
3404,Windy,8,9,Breakfast,"Minestrone Soup, Vanilla Bean Melting Moment Cookies With Caramel Filling, Pork schnitzel with tarragon cream sauce, Upside-Down Blueberry Puffs Brunch"
3405,Cold,0,1,Breakfast,"Crockpot Applesauce, Sweet & Spicy White Cheddar Cheese Ball with apples & Bacon, Cheesy Chicken Enchilada Quinoa Casserole"
3405,Hot,5,4,Dinner,"Tomato and Bacon Pizza With Rice Crust, Homemade Muesli Breakfast Cereal, Rice Stuffed Bell Peppers (Zeytinyagli Biber Dolmasi), Quinoa and Chickpea Salad with Sun-Dried Tomatoes and Dried Cherries, Easy Vegetable Fried Rice"
3405,Rainy,9,1,Lunch,"Chocolate Mousse in Chocolate Shell, Pasta with Raw Tomato & Lemon Infused Olive Oil, Dutch Baby"
3405,Humid,10,3,Lunch,Coconut Cream Pie Vegan Milkshake
3405,Windy,5,10,Breakfast,"Tuna Stuffed Hard-Boiled Eggs, Creamy Mushroom Soup ~ with a “Kick”"
3406,Cold,8,6,Lunch,"Cajun Potato Wedges, Tomato and Eggplant Caponata, Smooth Bloody Mary"
3406,Hot,7,2,Breakfast,
3406,Rainy,0,8,Breakfast,"Roasted Beet and Radicchio Salad, Tomato and lentil soup, Artisan Farfalle Pasta With Smoked Salmon and Cream Sauce, Red, White & Blue Crepes: Happy July 4th! @driscollsberry"
3406,Humid,7,3,Lunch,"Beef With Oranges and Spices, Roasted Asparagus With Bacon and Feta Cheese"
3406,Windy,6,6,Breakfast,
3407,Cold,0,4,Breakfast,"Butterscotch Pie, Satay Beef Balls, Easy Shepherd's Pie (Beef And/or Lamb Combo), Strawberry-Mango Quinoa Salad"
3407,Hot,9,5,Dinner,Dad’s Breakfast Polenta
3407,Rainy,1,4,Lunch,"Pork schnitzel with tarragon cream sauce, Artisan Farfalle Pasta With Smoked Salmon and Cream Sauce, Cajun Shrimp Chowder, Zucchini Flutes Piped With Basil Ricotta Mousse"
3407,Humid,6,7,Dinner,
3407,Windy,9,9,Dinner,"Ground Turkey Stuffed Peppers, Moosewood Lentil Soup, Dairy Free Chicken Salad"
3408,Cold,1,5,Dinner,"Minestrone Soup, Vanilla Bean Melting Moment Cookies With Caramel Filling"
3408,Hot,7,8,Dinner,
3408,Rainy,3,6,Lunch,Healthy Vegan Red Velvet Brownies
3408,Humid,6,3,Breakfast,
3408,Windy,6,9,Breakfast,
3409,Cold,5,0,Breakfast,"Soy Ginger Glazed Halibut with Ginger Peach Relish, White Chocolate Raspberry Brie Cups, Avocado and Orange Salad With Orange-Ginger Dressing, Satay Beef Balls, Green Tea Fruit Medley Smoothie"
3409,Hot,4,0,Breakfast,"Butterscotch Pie, Healthy Mint Brownies, Honeyed Bacon"" Baklava, Amaretto Almond Cookies"
3409,Rainy,4,9,Lunch,Alouette Chicken Paprika
3409,Humid,7,5,Lunch,
3409,Windy,7,7,Breakfast,
3410,Cold,6,4,Breakfast,"Dad’s Breakfast Polenta, Chocoholic's Deep Dark Dream Chiffon Cake, Almond Rainbow Cake, Eggless Blueberry and White Chocolate Baked Cheesecake, Easy Pork Chops on Stuffing"
3410,Hot,2,9,Dinner,"Roasted Acorn Squash Stuffed with spicy Biryani (Veg/vegan), Nutella Buttercream Cupcakes with Hidden Cadbury Egg, Roasted Beet and Radicchio Salad, Watermelon Popsicles with Mint, Basil & Lime, Green Tea Fruit Medley Smoothie"
3410,Rainy,6,9,Dinner,
3410,Humid,4,7,Lunch,"Braised Chicken with Artichoke Hearts & Olives, Chocolate Mousse in Chocolate Shell"
3410,Windy,4,8,Breakfast,"Warm Lemon Poppy Seed Cake With Chocolate Ganache Center, Jalapeno Cheese Quick Bread, One Bowl Jalapeno Cheddar Cornbread, Sweet & Spicy White Cheddar Cheese Ball with apples & Bacon"
3411,Cold,1,1,Breakfast,"Delicious Sausage & Peppers, White Chocolate Cherry Hand Pies, My Asian Fried Fish Fillet, Classic Buttermilk Pie, Soy Ginger Glazed Halibut with Ginger Peach Relish"
3411,Hot,9,2,Breakfast,"How to Make the Ultimate Christmas Fruit Pizza, Butterscotch Pie, Artisan Farfalle Pasta With Smoked Salmon and Cream Sauce, Tuna Stuffed Hard-Boiled Eggs, Shrimp and Lemongrass Soup"
3411,Rainy,7,8,Lunch,Shrimp & Crab Egg Rolls
3411,Humid,8,10,Breakfast,South Carolina Style Pulled Pork
3411,Windy,7,6,Lunch,"Crockpot Applesauce, South Carolina Style Pulled Pork"
3412,Cold,6,7,Lunch,"Fluffy frittata with spinach, Chicken and White Bean Chili"
3412,Hot,3,8,Dinner,
3412,Rainy,1,10,Breakfast,"Pasta With Salmon Cream Sauce, Honeyed Bacon"" Baklava, Spare Ribs, Shrimp & Crab Egg Rolls, Avocado and Orange Salad With Orange-Ginger Dressing"
3412,Humid,3,3,Dinner,
3412,Windy,4,2,Dinner,"Butterscotch Pie, Baked Honey Sriracha Chicken Wings, Spare Ribs, Strawberry-Mango Quinoa Salad, Italian Beef Braciole"
3413,Cold,10,2,Lunch,Chapchae (Korean Stir-Fried Noodles)
3413,Hot,6,3,Breakfast,"Butterscotch Pie, Soy Ginger Glazed Halibut with Ginger Peach Relish, Cajun Seafood and Andouille Sausage Gumbo"
3413,Rainy,3,4,Dinner,"Easy Shepherd's Pie (Beef And/or Lamb Combo), Artisan Farfalle Pasta With Smoked Salmon and Cream Sauce, Roasted Acorn Squash Stuffed with spicy Biryani (Veg/vegan), Chimichurri, Coconut Cream Pie Vegan Milkshake"
3413,Humid,9,5,Dinner,"Spicy Coconut French Toast, South Carolina Style Pulled Pork, Tru Chocolate Martini"
3413,Windy,3,9,Dinner,Korean Beef Rice Bowl
3414,Cold,1,8,Lunch,"Cheesy Chicken and Rice Casserole, Satay Beef Balls"
3414,Hot,9,6,Lunch,"Pork schnitzel with tarragon cream sauce, Tomato and Bacon Pizza With Rice Crust"
3414,Rainy,7,6,Dinner,"Red, White & Blue Crepes: Happy July 4th! @driscollsberry, My Asian Fried Fish Fillet"
3414,Humid,5,9,Breakfast,"Eggless Blueberry and White Chocolate Baked Cheesecake, Royal Wedding Pear and Coriander Scones, Roasted Acorn Squash Stuffed with spicy Biryani (Veg/vegan), Crockpot Applesauce"
3414,Windy,0,0,Dinner,"A Refreshing Drink To Welcome You All, Cajun Shrimp Chowder, Sweet Potato, Kale & White Bean Soup"
3415,Cold,5,5,Dinner,
3415,Hot,8,5,Breakfast,"Frittata with Mushrooms, Thyme, and Parmigiano Cheese, Butterscotch Pie, Rice Stuffed Bell Peppers (Zeytinyagli Biber Dolmasi)"
3415,Rainy,1,6,Dinner,Spicy Coconut French Toast
3415,Humid,3,6,Breakfast,Chicken Farfalle with Low-Fat Alfredo Sauce
3415,Windy,7,2,Dinner,"Nutella Buttercream Cupcakes with Hidden Cadbury Egg, Korean Beef Rice Bowl"
3416,Cold,4,3,Dinner,"Frittata with Mushrooms, Thyme, and Parmigiano Cheese, Dak Bulgogi - Korean BBQ Chicken, Zucchini Flutes Piped With Basil Ricotta Mousse, Eggless Blueberry and White Chocolate Baked Cheesecake"
3416,Hot,10,5,Breakfast,"How to Make the Ultimate Christmas Fruit Pizza, One Bowl Jalapeno Cheddar Cornbread, Lamb In Red Mole Sauce, Quinoa and Chickpea Salad with Sun-Dried Tomatoes and Dried Cherries, Almond Rainbow Cake"
3416,Rainy,5,2,Breakfast,"South Carolina Style Pulled Pork, Korean Beef Rice Bowl"
3416,Humid,6,0,Dinner,"Frittata with Mushrooms, Thyme, and Parmigiano Cheese, Cajun Seafood and Andouille Sausage Gumbo, Butterscotch Pie"
3416,Windy,8,9,Dinner,"Cajun Potato Wedges, Cheese Pork Chops"
3417,Cold,9,2,Lunch,"Royal Wedding Pear and Coriander Scones, Raspberry Cheesecake Bars By Mommie Cooks, Shrimp & Crab Egg Rolls"
3417,Hot,1,1,Dinner,"Loquat Pie, Braised Chicken with Artichoke Hearts & Olives, Watermelon Popsicles with Mint, Basil & Lime, Shrimp and Lemongrass Soup"
3417,Rainy,0,8,Breakfast,Tuna Stuffed Hard-Boiled Eggs
3417,Humid,7,0,Lunch,"Royal Wedding Pear and Coriander Scones, Strawberry-Mango Quinoa Salad, Creamy Mushroom Soup ~ with a “Kick”"
3417,Windy,9,5,Dinner,"Cajun Shrimp Chowder, White Chocolate Cherry Hand Pies"
3418,Cold,1,3,Breakfast,Cajun Shrimp Chowder
3418,Hot,0,1,Breakfast,"Avocado Chicken Salad, Loquat Pie, Oven-Baked Feta Cheese Dip, Easy Shepherd's Pie (Beef And/or Lamb Combo)"
3418,Rainy,0,8,Dinner,Sweet & Spicy White Cheddar Cheese Ball with apples & Bacon
3418,Humid,1,9,Lunch,Roasted Acorn Squash Stuffed with spicy Biryani (Veg/vegan)
3418,Windy,0,5,Lunch,"Satay Beef Balls, Steamed Artichokes With Roasted Red Pepper Aioli, Dairy Free Chicken Salad, Jalapeno Cheese Quick Bread, Soy Ginger Glazed Halibut with Ginger Peach Relish"
3419,Cold,9,8,Lunch,"Gluten Free Dairy Free Buttermilk Biscuits, Loquat Pie, Naturally Sweet Apple Turnovers"
3419,Hot,5,7,Breakfast,"Coconut Cream Pie Vegan Milkshake, Red, White & Blue Crepes: Happy July 4th! @driscollsberry, Jalapeno Cheese Quick Bread"
3419,Rainy,10,6,Dinner,"Smooth Bloody Mary, White Chocolate Cherry Hand Pies, Spare Ribs"
3419,Humid,5,8,Breakfast,"Upside-Down Blueberry Puffs Brunch, Chimichurri"
3419,Windy,0,3,Breakfast,
3420,Cold,9,0,Dinner,
3420,Hot,0,3,Dinner,"Gluten Free Dairy Free Buttermilk Biscuits, Red, White & Blue Crepes: Happy July 4th! @driscollsberry, Shrimp & Crab Egg Rolls, Sugar Cookies"
3420,Rainy,8,8,Lunch,
3420,Humid,5,5,Breakfast,"Ground Turkey Stuffed Peppers, Red, White & Blue Crepes: Happy July 4th! @driscollsberry, Soy Ginger Glazed Halibut with Ginger Peach Relish, My Asian Fried Fish Fillet, Crockpot Applesauce"
3420,Windy,10,9,Dinner,"Sugar Cookies, Nutella Buttercream Cupcakes with Hidden Cadbury Egg"
3421,Cold,3,1,Lunch,"Quick Chicken Enchilada Soup, Butterscotch Pie, Easy Shepherd's Pie (Beef And/or Lamb Combo)"
3421,Hot,4,0,Dinner,"Blueberry Basil Galette, Spring Greens With Pears, Sugared Walnuts & Gorgonzola, Delicious Sausage & Peppers"
3421,Rainy,10,7,Dinner,"Cheesy Chicken Enchilada Quinoa Casserole, Tomato and Bacon Pizza With Rice Crust"
3421,Humid,6,3,Lunch,"Baked Sirloin Steak, Shrimp and Lemongrass Soup"
3421,Windy,10,8,Breakfast,"Delicious Rhubarb Custard Pie, Yoghurt Honey Madeleines"
3422,Cold,10,3,Lunch,"Jalapeno Cheese Quick Bread, Avocado and Orange Salad With Orange-Ginger Dressing, Sweet Potato, Kale & White Bean Soup, Alouette Chicken Paprika"
3422,Hot,9,6,Dinner,Baked Sirloin Steak
3422,Rainy,8,9,Lunch,"Baked Sirloin Steak, Alouette Chicken Paprika, Braised Chicken with Artichoke Hearts & Olives, Cajun Shrimp Chowder, Vanilla and Lime Flan By Esperanza Platas Alvarez (Planet Food Mexico)"
3422,Humid,1,1,Breakfast,"Beef With Oranges and Spices, HomeMade Hashbrowns with Spinach and Carrots, Upside-Down Blueberry Puffs Brunch"
3422,Windy,10,2,Lunch,"Chapchae (Korean Stir-Fried Noodles), Almond Rainbow Cake, Spicy Coconut French Toast, Easy Pork Chops on Stuffing"
3423,Cold,0,10,Breakfast,"Soy Ginger Glazed Halibut with Ginger Peach Relish, Raspberry Cheesecake Bars By Mommie Cooks, Fried String Cheese Sticks"
3423,Hot,5,6,Breakfast,
3423,Rainy,1,9,Dinner,Butterscotch Pie
3423,Humid,1,6,Lunch,"Cajun Shrimp Chowder, Loquat Pie, Dairy Free Chicken Salad, How to Make the Ultimate Christmas Fruit Pizza, Beef With Oranges and Spices"
3423,Windy,0,3,Dinner,"Naturally Sweet Apple Turnovers, Tomato and lentil soup"
3424,Cold,7,2,Dinner,"Cajun Potato Wedges, Roasted Asparagus With Bacon and Feta Cheese"
3424,Hot,2,8,Dinner,"Delicious Rhubarb Custard Pie, Baked Honey Sriracha Chicken Wings, Healthy Vegan Red Velvet Brownies, Zucchini Flutes Piped With Basil Ricotta Mousse"
3424,Rainy,9,9,Dinner,"Carrot and Coriander Soup, Baked Sirloin Steak, Satay Beef Balls, Upside-Down Blueberry Puffs Brunch"
3424,Humid,10,10,Lunch,Raspberry Cheesecake Bars By Mommie Cooks
3424,Windy,4,2,Lunch,
3425,Cold,9,5,Breakfast,
3425,Hot,6,6,Lunch,"Easy Vegetable Fried Rice, Fluffy frittata with spinach, Eggless Blueberry and White Chocolate Baked Cheesecake"
3425,Rainy,7,0,Lunch,"Healthy Vegan Red Velvet Brownies, Avocado and Orange Salad With Orange-Ginger Dressing, Easy Vegetable Fried Rice, Amaretto Almond Cookies"
3425,Humid,4,4,Dinner,"Gluten Free Dairy Free Buttermilk Biscuits, Shrimp and Lemongrass Soup, Satay Beef Balls"
3425,Windy,8,3,Lunch,"Minestrone Soup, Honeyed Bacon"" Baklava, Chicken Farfalle with Low-Fat Alfredo Sauce, Coconut Cream Pie Vegan Milkshake"
3426,Cold,1,5,Breakfast,
3426,Hot,6,10,Breakfast,"Red, White & Blue Crepes: Happy July 4th! @driscollsberry, Sweet Potato, Kale & White Bean Soup, Sugar Cookies"
3426,Rainy,3,4,Dinner,"Tomato and Bacon Pizza With Rice Crust, Nutella Buttercream Cupcakes with Hidden Cadbury Egg, Artisan Farfalle Pasta With Smoked Salmon and Cream Sauce"
3426,Humid,8,8,Dinner,"Chicken Farfalle with Low-Fat Alfredo Sauce, Sweet & Spicy White Cheddar Cheese Ball with apples & Bacon, Delicious Sausage & Peppers"
3426,Windy,7,6,Breakfast,"Rice Stuffed Bell Peppers (Zeytinyagli Biber Dolmasi), Mediterranean Herb Dip, Dutch Baby"
3427,Cold,4,7,Breakfast,Black Bean Garlic Shrimp Scramble
3427,Hot,7,2,Lunch,"Delicious Sausage & Peppers, Tomato and Eggplant Caponata, Rice Stuffed Bell Peppers (Zeytinyagli Biber Dolmasi)"
3427,Rainy,8,0,Breakfast,
3427,Humid,2,9,Dinner,Dairy Free Chicken Salad
3427,Windy,9,0,Breakfast,
3428,Cold,5,5,Breakfast,
3428,Hot,8,9,Dinner,"HomeMade Hashbrowns with Spinach and Carrots, Spring Greens With Pears, Sugared Walnuts & Gorgonzola, Dairy Free Chicken Salad, Nutella Buttercream Cupcakes with Hidden Cadbury Egg, Chicken and White Bean Chili"
3428,Rainy,3,10,Lunch,"How to Make the Best Crock Pot Roast, Smooth Bloody Mary, Easy Pork Chops on Stuffing, Rice Stuffed Bell Peppers (Zeytinyagli Biber Dolmasi), Warm Lemon Poppy Seed Cake With Chocolate Ganache Center"
3428,Humid,9,4,Breakfast,Yoghurt Honey Madeleines
3428,Windy,4,10,Lunch,
